"Name","Instance ID","Role","Status"
"rproxy-pantry-404","i-05863cd8c6fbe5f9b","rproxy-pantry","running"
"rproxy-papa-101","i-02d876aa51b332c5c","rproxy-papa","running"
"rproxy-pc-201","i-b102e743","rproxy","stopped"
"rproxy-pc-202","i-6176ff94","rproxy","stopped"
"rproxy-pc-203","i-4c03e6be","rproxy","stopped"
"rproxy-pc-204","i-6276ff97","rproxy","stopped"
"rproxy-pc-205","i-7903e68b","rproxy","stopped"
"rproxy-pc-206","i-6376ff96","rproxy","stopped"
"rproxy-pc-301","i-04bd4b92102238a8e","rproxy-pc","running"
"rproxy-pc-302","i-079bb37cf02c97ad4","rproxy-pc","running"
"rproxy-pc-303","i-0c21d63dc3966b094","rproxy-pc","running"
"rproxy-pc-304","i-0d0b968e392ff6b35","rproxy-pc","running"
"simproxy-pantry-001","i-0f2ef7512c7074008","simproxy-pantry","running"
"simproxy-pantry-002","i-07f3fe7cbc5ea1e26","simproxy-pantry","running"
"simproxy-pantry-003","i-03182f6a5fd7898df","simproxy-pantry","running"
"simproxy-pantry-004","i-078ca28e71ccdc1d6","simproxy-pantry","running"
"simproxy-pc-002","i-0c52a85d529b53585","simproxy-pc","running"
"simproxy-pc-003","i-053d71ca9a4134554","simproxy-pc","running"
"simproxy-pc-004","i-0cf104026f5f998eb","simproxy-pc","running"
"simproxy-pc-005","i-0651bdb4c811ca7ae","simproxy-pc","running"
"sugawara-test-apne-001","i-00d38d81cdaa7d861","base","running"
"sugawara-test-apne1-001","i-011be4d5a72a6edd7","base","running"
"syslog-receiver","i-0232620bdf1a43ddb","syslog-receiver","running"
"tableau-server-master-001","i-06c19c713e5b316c8","tableau-server-master","running"
"tableau-server-master-staging-001","i-08ba0574f352eb137","tableau-server-master-staging","running"
"tableau-server-worker-001","i-093e9bb4fea6acef4","tableau-server-worker","running"
"tableau-server-worker-002","i-0dbed79af3b1104ff","tableau-server-worker","running"
"tableau-server-worker-staging-001","i-0dd89d30ce89c37d1","tableau-server-worker-staging","running"
"tableau-server-worker-staging-002","i-03819374f8e1b4ebe","tableau-server-worker-staging","running"
"td-import-001","i-b5cfa147","base","stopped"
"vault-test-001","i-7d0c4688","vault","stopped"
"waffle-001","i-0a4b262139bdca26b","","running"
"wata-bench-001","i-08ec49f81c7db5398","base","running"
"zabbix-101","i-01f49e462ff17f056","zabbix","running"
